,label,message,clean_message
1622,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
1623,spam,"Your account credited with Rs 5000. If not you, report today.",account credited rs 5000 report today
1624,ham,See you in college tomorrow.,see college tomorrow
1625,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
1626,ham,"Reached safely, call you later.",reached safely call later
1627,spam,Income tax refund Rs 500000 approved. Claim urgent.,income tax refund rs 500000 approved claim urgent
1628,ham,Your order from Amazon is delivered.,order amazon delivered
1629,spam,"Dear customer, your HDFC account will be blocked now. Update KYC at http://bank-alert.in",dear customer hdfc account blocked update kyc httpbankalertin
1630,spam,KYC incomplete for ICICI. Submit documents today.,kyc incomplete icici submit documents today
1631,spam,Your UPI ID hitesh@upi is suspended. Verify now.,upi id hiteshupi suspended verify
1632,spam,SIM card will be blocked urgent. Update details at http://verify-kyc.in,sim card blocked urgent update details httpverifykycin
1633,ham,Please send the notes.,please send notes
1634,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
1635,spam,Reward points worth Rs 2500000 expiring within 10 minutes. Redeem at http://reward-claim.in,reward points worth rs 2500000 expiring within 10 minutes redeem httprewardclaimin
1636,spam,Job offer confirmed. Pay registration fee Rs 500 within 10 minutes.,job offer confirmed pay registration fee rs 500 within 10 minutes
1637,spam,Parcel on hold. Update address today at http://upi-check.in,parcel hold update address today httpupicheckin
1638,spam,Parcel on hold. Update address today at http://secure-update.in,parcel hold update address today httpsecureupdatein
1639,spam,PAN not linked with Aadhaar. Update urgent.,pan linked aadhaar update urgent
1640,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
1641,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
1642,spam,PAN not linked with Aadhaar. Update now.,pan linked aadhaar update
1643,spam,"Dear customer, your Axis Bank account will be blocked now. Update KYC at http://secure-update.in",dear customer axis bank account blocked update kyc httpsecureupdatein
1644,spam,"Dear customer, your HDFC account will be blocked immediately. Update KYC at http://bank-alert.in",dear customer hdfc account blocked immediately update kyc httpbankalertin
1645,spam,"Dear customer, your HDFC account will be blocked immediately. Update KYC at http://upi-check.in",dear customer hdfc account blocked immediately update kyc httpupicheckin
1646,spam,Your UPI ID user@okaxis is suspended. Verify within 10 minutes.,upi id userokaxis suspended verify within 10 minutes
1647,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
1648,spam,"Your account credited with Rs 25000. If not you, report today.",account credited rs 25000 report today
1649,spam,Your UPI ID amit@paytm is suspended. Verify today.,upi id amitpaytm suspended verify today
1650,spam,Income tax refund Rs 25000 approved. Claim within 10 minutes.,income tax refund rs 25000 approved claim within 10 minutes
1651,ham,I will reach home in 20 minutes.,reach home 20 minutes
1652,spam,KYC incomplete for ICICI. Submit documents immediately.,kyc incomplete icici submit documents immediately
1653,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
1654,spam,KYC incomplete for Axis Bank. Submit documents urgent.,kyc incomplete axis bank submit documents urgent
1655,ham,Your bank transaction of Rs 500000 is successful.,bank transaction rs 500000 successful
1656,ham,Train arriving at 7 pm.,train arriving 7 pm
1657,spam,Congratulations! You won Rs 10000. Claim within 10 minutes.,congratulations rs 10000 claim within 10 minutes
1658,spam,"Your account credited with Rs 2500000. If not you, report urgent.",account credited rs 2500000 report urgent
1659,spam,KYC incomplete for ICICI. Submit documents immediately.,kyc incomplete icici submit documents immediately
1660,spam,Job offer confirmed. Pay registration fee Rs 1000 now.,job offer confirmed pay registration fee rs 1000
1661,spam,SIM card will be blocked immediately. Update details at http://upi-check.in,sim card blocked immediately update details httpupicheckin
1662,spam,KYC incomplete for Axis Bank. Submit documents within 10 minutes.,kyc incomplete axis bank submit documents within 10 minutes
1663,spam,Income tax refund Rs 2500000 approved. Claim within 10 minutes.,income tax refund rs 2500000 approved claim within 10 minutes
1664,spam,"Dear customer, your Bank of Baroda account will be blocked urgent. Update KYC at http://reward-claim.in",dear customer bank baroda account blocked urgent update kyc httprewardclaimin
1665,spam,Reward points worth Rs 25000 expiring urgent. Redeem at http://verify-kyc.in,reward points worth rs 25000 expiring urgent redeem httpverifykycin
1666,spam,Income tax refund Rs 1000 approved. Claim within 10 minutes.,income tax refund rs 1000 approved claim within 10 minutes
1667,spam,PAN not linked with Aadhaar. Update urgent.,pan linked aadhaar update urgent
1668,spam,SIM card will be blocked today. Update details at http://bank-alert.in,sim card blocked today update details httpbankalertin
1669,spam,Your UPI ID hitesh@upi is suspended. Verify today.,upi id hiteshupi suspended verify today
1670,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
1671,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
1672,spam,Your ATM card blocked. Share OTP urgent.,atm card blocked share otp urgent
1673,spam,Your UPI ID hitesh@upi is suspended. Verify today.,upi id hiteshupi suspended verify today
1674,spam,Income tax refund Rs 25000 approved. Claim urgent.,income tax refund rs 25000 approved claim urgent
1675,spam,SIM card will be blocked today. Update details at http://reward-claim.in,sim card blocked today update details httprewardclaimin
1676,ham,Electricity bill payment of Rs 2500000 received.,electricity bill payment rs 2500000 received
1677,spam,Reward points worth Rs 25000 expiring within 10 minutes. Redeem at http://bank-alert.in,reward points worth rs 25000 expiring within 10 minutes redeem httpbankalertin
1678,ham,I will reach home in 20 minutes.,reach home 20 minutes
1679,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
1680,spam,Pre-approved loan of Rs 500000. Apply immediately.,preapproved loan rs 500000 apply immediately
1681,spam,Job offer confirmed. Pay registration fee Rs 25000 urgent.,job offer confirmed pay registration fee rs 25000 urgent
1682,spam,Electricity bill pending of Rs 5000. Pay within 10 minutes at http://secure-update.in,electricity bill pending rs 5000 pay within 10 minutes httpsecureupdatein
1683,spam,Electricity bill pending of Rs 2500000. Pay within 10 minutes at http://verify-kyc.in,electricity bill pending rs 2500000 pay within 10 minutes httpverifykycin
1684,spam,Congratulations! You won Rs 500. Claim now.,congratulations rs 500 claim
1685,spam,SIM card will be blocked urgent. Update details at http://secure-update.in,sim card blocked urgent update details httpsecureupdatein
1686,ham,Your bank transaction of Rs 2500000 is successful.,bank transaction rs 2500000 successful
1687,spam,Your ATM card blocked. Share OTP today.,atm card blocked share otp today
1688,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
1689,spam,Your UPI ID rahul@ybl is suspended. Verify within 10 minutes.,upi id rahulybl suspended verify within 10 minutes
1690,spam,"Dear customer, your PNB account will be blocked immediately. Update KYC at http://verify-kyc.in",dear customer pnb account blocked immediately update kyc httpverifykycin
1691,spam,Congratulations! You won Rs 500. Claim now.,congratulations rs 500 claim
1692,spam,SIM card will be blocked urgent. Update details at http://secure-update.in,sim card blocked urgent update details httpsecureupdatein
1693,spam,Your UPI ID rahul@ybl is suspended. Verify urgent.,upi id rahulybl suspended verify urgent
1694,ham,See you in college tomorrow.,see college tomorrow
1695,spam,Your UPI ID amit@paytm is suspended. Verify now.,upi id amitpaytm suspended verify
1696,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
1697,spam,Parcel on hold. Update address now at http://secure-update.in,parcel hold update address httpsecureupdatein
1698,ham,Let's go for dinner tonight.,lets go dinner tonight
1699,ham,Your bank transaction of Rs 2500000 is successful.,bank transaction rs 2500000 successful
1700,spam,Your UPI ID user@okaxis is suspended. Verify within 10 minutes.,upi id userokaxis suspended verify within 10 minutes
1701,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
1702,spam,Pre-approved loan of Rs 500000. Apply urgent.,preapproved loan rs 500000 apply urgent
1703,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
1704,spam,Electricity bill pending of Rs 10000. Pay within 10 minutes at http://verify-kyc.in,electricity bill pending rs 10000 pay within 10 minutes httpverifykycin
1705,spam,Congratulations! You won Rs 10000. Claim immediately.,congratulations rs 10000 claim immediately
1706,ham,Movie plan at 6 pm?,movie plan 6 pm
1707,spam,KYC incomplete for PNB. Submit documents urgent.,kyc incomplete pnb submit documents urgent
1708,spam,KYC incomplete for SBI. Submit documents urgent.,kyc incomplete sbi submit documents urgent
1709,spam,Congratulations! You won Rs 1000. Claim immediately.,congratulations rs 1000 claim immediately
1710,spam,KYC incomplete for PNB. Submit documents now.,kyc incomplete pnb submit documents
1711,ham,Train arriving at 7 pm.,train arriving 7 pm
1712,spam,RBI alert: Suspicious activity detected. Verify within 10 minutes.,rbi alert suspicious activity detected verify within 10 minutes
1713,spam,Electricity bill pending of Rs 500. Pay urgent at http://reward-claim.in,electricity bill pending rs 500 pay urgent httprewardclaimin
1714,spam,Congratulations! You won Rs 25000. Claim now.,congratulations rs 25000 claim
1715,spam,SIM card will be blocked within 10 minutes. Update details at http://bank-alert.in,sim card blocked within 10 minutes update details httpbankalertin
1716,spam,"Your account credited with Rs 500000. If not you, report urgent.",account credited rs 500000 report urgent
1717,spam,"Dear customer, your Bank of Baroda account will be blocked immediately. Update KYC at http://reward-claim.in",dear customer bank baroda account blocked immediately update kyc httprewardclaimin
1718,spam,"Dear customer, your PNB account will be blocked urgent. Update KYC at http://reward-claim.in",dear customer pnb account blocked urgent update kyc httprewardclaimin
1719,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
1720,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
1721,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
1722,ham,Train arriving at 7 pm.,train arriving 7 pm
1723,spam,Job offer confirmed. Pay registration fee Rs 25000 today.,job offer confirmed pay registration fee rs 25000 today
1724,spam,KYC incomplete for Axis Bank. Submit documents urgent.,kyc incomplete axis bank submit documents urgent
1725,spam,Congratulations! You won Rs 1000. Claim urgent.,congratulations rs 1000 claim urgent
1726,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
1727,spam,Reward points worth Rs 1000 expiring today. Redeem at http://reward-claim.in,reward points worth rs 1000 expiring today redeem httprewardclaimin
1728,spam,Pre-approved loan of Rs 25000. Apply urgent.,preapproved loan rs 25000 apply urgent
1729,ham,Happy Birthday!,happy birthday
1730,spam,Parcel on hold. Update address within 10 minutes at http://verify-kyc.in,parcel hold update address within 10 minutes httpverifykycin
1731,spam,KYC incomplete for PNB. Submit documents immediately.,kyc incomplete pnb submit documents immediately
1732,spam,Income tax refund Rs 25000 approved. Claim today.,income tax refund rs 25000 approved claim today
1733,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
1734,spam,"Your account credited with Rs 25000. If not you, report urgent.",account credited rs 25000 report urgent
1735,spam,"Your account credited with Rs 25000. If not you, report today.",account credited rs 25000 report today
1736,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
1737,ham,Let's go for dinner tonight.,lets go dinner tonight
1738,spam,RBI alert: Suspicious activity detected. Verify within 10 minutes.,rbi alert suspicious activity detected verify within 10 minutes
1739,spam,Reward points worth Rs 500000 expiring immediately. Redeem at http://secure-update.in,reward points worth rs 500000 expiring immediately redeem httpsecureupdatein
1740,spam,SIM card will be blocked within 10 minutes. Update details at http://reward-claim.in,sim card blocked within 10 minutes update details httprewardclaimin
1741,ham,Assignment deadline is Monday.,assignment deadline monday
1742,spam,Income tax refund Rs 25000 approved. Claim immediately.,income tax refund rs 25000 approved claim immediately
1743,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
1744,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
1745,spam,"Dear customer, your Axis Bank account will be blocked immediately. Update KYC at http://reward-claim.in",dear customer axis bank account blocked immediately update kyc httprewardclaimin
1746,spam,Parcel on hold. Update address within 10 minutes at http://bank-alert.in,parcel hold update address within 10 minutes httpbankalertin
1747,spam,Pre-approved loan of Rs 2500000. Apply urgent.,preapproved loan rs 2500000 apply urgent
1748,spam,KYC incomplete for Axis Bank. Submit documents immediately.,kyc incomplete axis bank submit documents immediately
1749,spam,KYC incomplete for SBI. Submit documents now.,kyc incomplete sbi submit documents
1750,spam,KYC incomplete for Bank of Baroda. Submit documents immediately.,kyc incomplete bank baroda submit documents immediately
1751,spam,Reward points worth Rs 10000 expiring immediately. Redeem at http://upi-check.in,reward points worth rs 10000 expiring immediately redeem httpupicheckin
1752,spam,Your UPI ID user@okaxis is suspended. Verify immediately.,upi id userokaxis suspended verify immediately
1753,spam,"Dear customer, your Axis Bank account will be blocked today. Update KYC at http://reward-claim.in",dear customer axis bank account blocked today update kyc httprewardclaimin
1754,spam,KYC incomplete for PNB. Submit documents immediately.,kyc incomplete pnb submit documents immediately
1755,spam,Income tax refund Rs 1000 approved. Claim now.,income tax refund rs 1000 approved claim
1756,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
1757,ham,Let's go for dinner tonight.,lets go dinner tonight
1758,ham,Your order from Amazon is delivered.,order amazon delivered
1759,spam,Parcel on hold. Update address now at http://upi-check.in,parcel hold update address httpupicheckin
1760,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
1761,ham,Electricity bill payment of Rs 10000 received.,electricity bill payment rs 10000 received
1762,ham,Your bank transaction of Rs 1000 is successful.,bank transaction rs 1000 successful
1763,spam,Electricity bill pending of Rs 25000. Pay urgent at http://verify-kyc.in,electricity bill pending rs 25000 pay urgent httpverifykycin
1764,spam,Job offer confirmed. Pay registration fee Rs 1000 within 10 minutes.,job offer confirmed pay registration fee rs 1000 within 10 minutes
1765,spam,Income tax refund Rs 2500000 approved. Claim within 10 minutes.,income tax refund rs 2500000 approved claim within 10 minutes
1766,ham,Train arriving at 7 pm.,train arriving 7 pm
1767,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
1768,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
1769,spam,Electricity bill pending of Rs 25000. Pay now at http://bank-alert.in,electricity bill pending rs 25000 pay httpbankalertin
1770,spam,RBI alert: Suspicious activity detected. Verify urgent.,rbi alert suspicious activity detected verify urgent
1771,spam,KYC incomplete for HDFC. Submit documents within 10 minutes.,kyc incomplete hdfc submit documents within 10 minutes
1772,spam,Parcel on hold. Update address within 10 minutes at http://bank-alert.in,parcel hold update address within 10 minutes httpbankalertin
1773,ham,See you in college tomorrow.,see college tomorrow
1774,ham,Movie plan at 6 pm?,movie plan 6 pm
1775,spam,Reward points worth Rs 10000 expiring today. Redeem at http://bank-alert.in,reward points worth rs 10000 expiring today redeem httpbankalertin
1776,ham,"Reached safely, call you later.",reached safely call later
1777,spam,RBI alert: Suspicious activity detected. Verify within 10 minutes.,rbi alert suspicious activity detected verify within 10 minutes
1778,ham,Recharge successful for Rs 2500000.,recharge successful rs 2500000
1779,spam,"Dear customer, your ICICI account will be blocked today. Update KYC at http://verify-kyc.in",dear customer icici account blocked today update kyc httpverifykycin
1780,spam,RBI alert: Suspicious activity detected. Verify today.,rbi alert suspicious activity detected verify today
1781,spam,Electricity bill pending of Rs 25000. Pay today at http://reward-claim.in,electricity bill pending rs 25000 pay today httprewardclaimin
1782,spam,Congratulations! You won Rs 5000. Claim urgent.,congratulations rs 5000 claim urgent
1783,spam,Congratulations! You won Rs 2500000. Claim urgent.,congratulations rs 2500000 claim urgent
1784,ham,Electricity bill payment of Rs 25000 received.,electricity bill payment rs 25000 received
1785,spam,"Dear customer, your Axis Bank account will be blocked now. Update KYC at http://bank-alert.in",dear customer axis bank account blocked update kyc httpbankalertin
1786,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
1787,spam,Your ATM card blocked. Share OTP urgent.,atm card blocked share otp urgent
1788,ham,Electricity bill payment of Rs 10000 received.,electricity bill payment rs 10000 received
1789,ham,I will reach home in 20 minutes.,reach home 20 minutes
1790,spam,RBI alert: Suspicious activity detected. Verify urgent.,rbi alert suspicious activity detected verify urgent
1791,ham,Please send the notes.,please send notes
1792,spam,Income tax refund Rs 500000 approved. Claim now.,income tax refund rs 500000 approved claim
1793,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
1794,spam,Pre-approved loan of Rs 5000. Apply today.,preapproved loan rs 5000 apply today
1795,ham,Happy Birthday!,happy birthday
1796,spam,KYC incomplete for SBI. Submit documents immediately.,kyc incomplete sbi submit documents immediately
1797,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
1798,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
1799,spam,KYC incomplete for ICICI. Submit documents urgent.,kyc incomplete icici submit documents urgent
1800,ham,Happy Birthday!,happy birthday
1801,ham,Please send the notes.,please send notes
1802,ham,Electricity bill payment of Rs 500 received.,electricity bill payment rs 500 received
1803,spam,"Dear customer, your HDFC account will be blocked immediately. Update KYC at http://secure-update.in",dear customer hdfc account blocked immediately update kyc httpsecureupdatein
1804,spam,Parcel on hold. Update address immediately at http://bank-alert.in,parcel hold update address immediately httpbankalertin
1805,ham,"Reached safely, call you later.",reached safely call later
1806,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
1807,spam,Your UPI ID amit@paytm is suspended. Verify today.,upi id amitpaytm suspended verify today
1808,ham,Your bank transaction of Rs 500000 is successful.,bank transaction rs 500000 successful
1809,ham,Recharge successful for Rs 500.,recharge successful rs 500
1810,ham,Assignment deadline is Monday.,assignment deadline monday
1811,spam,Parcel on hold. Update address today at http://secure-update.in,parcel hold update address today httpsecureupdatein
1812,spam,Electricity bill pending of Rs 10000. Pay immediately at http://upi-check.in,electricity bill pending rs 10000 pay immediately httpupicheckin
1813,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
1814,spam,KYC incomplete for PNB. Submit documents now.,kyc incomplete pnb submit documents
1815,spam,"Dear customer, your HDFC account will be blocked within 10 minutes. Update KYC at http://reward-claim.in",dear customer hdfc account blocked within 10 minutes update kyc httprewardclaimin
1816,ham,Your bank transaction of Rs 5000 is successful.,bank transaction rs 5000 successful
1817,spam,Electricity bill pending of Rs 500000. Pay immediately at http://reward-claim.in,electricity bill pending rs 500000 pay immediately httprewardclaimin
1818,ham,Recharge successful for Rs 5000.,recharge successful rs 5000
1819,spam,Electricity bill pending of Rs 25000. Pay urgent at http://secure-update.in,electricity bill pending rs 25000 pay urgent httpsecureupdatein
1820,spam,SIM card will be blocked immediately. Update details at http://upi-check.in,sim card blocked immediately update details httpupicheckin
1821,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
1822,spam,KYC incomplete for PNB. Submit documents today.,kyc incomplete pnb submit documents today
1823,spam,Congratulations! You won Rs 1000. Claim now.,congratulations rs 1000 claim
1824,spam,Parcel on hold. Update address now at http://secure-update.in,parcel hold update address httpsecureupdatein
1825,spam,SIM card will be blocked immediately. Update details at http://secure-update.in,sim card blocked immediately update details httpsecureupdatein
1826,spam,Income tax refund Rs 10000 approved. Claim within 10 minutes.,income tax refund rs 10000 approved claim within 10 minutes
1827,spam,Job offer confirmed. Pay registration fee Rs 25000 today.,job offer confirmed pay registration fee rs 25000 today
1828,ham,Recharge successful for Rs 2500000.,recharge successful rs 2500000
1829,spam,"Dear customer, your SBI account will be blocked within 10 minutes. Update KYC at http://reward-claim.in",dear customer sbi account blocked within 10 minutes update kyc httprewardclaimin
1830,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
1831,spam,Parcel on hold. Update address within 10 minutes at http://secure-update.in,parcel hold update address within 10 minutes httpsecureupdatein
1832,spam,Congratulations! You won Rs 2500000. Claim today.,congratulations rs 2500000 claim today
1833,spam,KYC incomplete for HDFC. Submit documents today.,kyc incomplete hdfc submit documents today
1834,ham,Your order from Amazon is delivered.,order amazon delivered
1835,ham,Please send the notes.,please send notes
1836,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
1837,spam,Parcel on hold. Update address within 10 minutes at http://bank-alert.in,parcel hold update address within 10 minutes httpbankalertin
1838,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
1839,spam,Job offer confirmed. Pay registration fee Rs 10000 today.,job offer confirmed pay registration fee rs 10000 today
1840,spam,RBI alert: Suspicious activity detected. Verify now.,rbi alert suspicious activity detected verify
1841,ham,Electricity bill payment of Rs 500000 received.,electricity bill payment rs 500000 received
1842,spam,"Your account credited with Rs 2500000. If not you, report within 10 minutes.",account credited rs 2500000 report within 10 minutes
1843,spam,Reward points worth Rs 25000 expiring today. Redeem at http://bank-alert.in,reward points worth rs 25000 expiring today redeem httpbankalertin
1844,spam,"Dear customer, your PNB account will be blocked today. Update KYC at http://bank-alert.in",dear customer pnb account blocked today update kyc httpbankalertin
1845,spam,SIM card will be blocked within 10 minutes. Update details at http://upi-check.in,sim card blocked within 10 minutes update details httpupicheckin
1846,spam,Pre-approved loan of Rs 5000. Apply within 10 minutes.,preapproved loan rs 5000 apply within 10 minutes
1847,spam,Job offer confirmed. Pay registration fee Rs 10000 within 10 minutes.,job offer confirmed pay registration fee rs 10000 within 10 minutes
1848,spam,"Dear customer, your ICICI account will be blocked urgent. Update KYC at http://verify-kyc.in",dear customer icici account blocked urgent update kyc httpverifykycin
1849,spam,Electricity bill pending of Rs 2500000. Pay urgent at http://secure-update.in,electricity bill pending rs 2500000 pay urgent httpsecureupdatein
1850,spam,Parcel on hold. Update address urgent at http://verify-kyc.in,parcel hold update address urgent httpverifykycin
1851,spam,Your UPI ID user@okaxis is suspended. Verify urgent.,upi id userokaxis suspended verify urgent
1852,ham,Let's go for dinner tonight.,lets go dinner tonight
1853,spam,"Dear customer, your Bank of Baroda account will be blocked within 10 minutes. Update KYC at http://reward-claim.in",dear customer bank baroda account blocked within 10 minutes update kyc httprewardclaimin
1854,ham,Please send the notes.,please send notes
1855,ham,Assignment deadline is Monday.,assignment deadline monday
1856,spam,Congratulations! You won Rs 5000. Claim now.,congratulations rs 5000 claim
1857,ham,Movie plan at 6 pm?,movie plan 6 pm
1858,spam,"Dear customer, your PNB account will be blocked now. Update KYC at http://reward-claim.in",dear customer pnb account blocked update kyc httprewardclaimin
1859,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
1860,spam,Electricity bill pending of Rs 5000. Pay now at http://verify-kyc.in,electricity bill pending rs 5000 pay httpverifykycin
1861,spam,Parcel on hold. Update address today at http://bank-alert.in,parcel hold update address today httpbankalertin
1862,ham,Happy Birthday!,happy birthday
1863,spam,KYC incomplete for PNB. Submit documents now.,kyc incomplete pnb submit documents
1864,spam,SIM card will be blocked within 10 minutes. Update details at http://upi-check.in,sim card blocked within 10 minutes update details httpupicheckin
1865,spam,Job offer confirmed. Pay registration fee Rs 1000 immediately.,job offer confirmed pay registration fee rs 1000 immediately
1866,spam,Congratulations! You won Rs 500000. Claim urgent.,congratulations rs 500000 claim urgent
1867,spam,PAN not linked with Aadhaar. Update today.,pan linked aadhaar update today
1868,ham,Movie plan at 6 pm?,movie plan 6 pm
1869,ham,See you in college tomorrow.,see college tomorrow
1870,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
1871,ham,Recharge successful for Rs 1000.,recharge successful rs 1000
1872,spam,Parcel on hold. Update address urgent at http://secure-update.in,parcel hold update address urgent httpsecureupdatein
1873,spam,Reward points worth Rs 500 expiring urgent. Redeem at http://verify-kyc.in,reward points worth rs 500 expiring urgent redeem httpverifykycin
1874,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
1875,spam,Parcel on hold. Update address urgent at http://reward-claim.in,parcel hold update address urgent httprewardclaimin
1876,spam,"Dear customer, your Axis Bank account will be blocked urgent. Update KYC at http://verify-kyc.in",dear customer axis bank account blocked urgent update kyc httpverifykycin
1877,ham,Recharge successful for Rs 1000.,recharge successful rs 1000
1878,spam,Parcel on hold. Update address within 10 minutes at http://secure-update.in,parcel hold update address within 10 minutes httpsecureupdatein
1879,ham,See you in college tomorrow.,see college tomorrow
1880,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
1881,spam,KYC incomplete for ICICI. Submit documents today.,kyc incomplete icici submit documents today
1882,ham,Let's go for dinner tonight.,lets go dinner tonight
1883,spam,Pre-approved loan of Rs 2500000. Apply urgent.,preapproved loan rs 2500000 apply urgent
1884,spam,Electricity bill pending of Rs 1000. Pay urgent at http://bank-alert.in,electricity bill pending rs 1000 pay urgent httpbankalertin
1885,spam,KYC incomplete for SBI. Submit documents urgent.,kyc incomplete sbi submit documents urgent
1886,spam,Parcel on hold. Update address immediately at http://reward-claim.in,parcel hold update address immediately httprewardclaimin
1887,ham,Happy Birthday!,happy birthday
1888,spam,Reward points worth Rs 25000 expiring urgent. Redeem at http://bank-alert.in,reward points worth rs 25000 expiring urgent redeem httpbankalertin
1889,spam,RBI alert: Suspicious activity detected. Verify urgent.,rbi alert suspicious activity detected verify urgent
1890,spam,RBI alert: Suspicious activity detected. Verify now.,rbi alert suspicious activity detected verify
1891,spam,Pre-approved loan of Rs 500. Apply within 10 minutes.,preapproved loan rs 500 apply within 10 minutes
1892,ham,Recharge successful for Rs 500.,recharge successful rs 500
1893,spam,SIM card will be blocked now. Update details at http://upi-check.in,sim card blocked update details httpupicheckin
1894,spam,Income tax refund Rs 1000 approved. Claim within 10 minutes.,income tax refund rs 1000 approved claim within 10 minutes
1895,spam,Job offer confirmed. Pay registration fee Rs 5000 immediately.,job offer confirmed pay registration fee rs 5000 immediately
1896,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
1897,ham,Let's go for dinner tonight.,lets go dinner tonight
1898,spam,"Your account credited with Rs 5000. If not you, report within 10 minutes.",account credited rs 5000 report within 10 minutes
1899,ham,Recharge successful for Rs 500.,recharge successful rs 500
1900,spam,Job offer confirmed. Pay registration fee Rs 10000 within 10 minutes.,job offer confirmed pay registration fee rs 10000 within 10 minutes
1901,spam,SIM card will be blocked now. Update details at http://secure-update.in,sim card blocked update details httpsecureupdatein
1902,spam,Job offer confirmed. Pay registration fee Rs 1000 today.,job offer confirmed pay registration fee rs 1000 today
1903,spam,Pre-approved loan of Rs 1000. Apply within 10 minutes.,preapproved loan rs 1000 apply within 10 minutes
1904,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
1905,spam,"Your account credited with Rs 10000. If not you, report today.",account credited rs 10000 report today
1906,ham,I will reach home in 20 minutes.,reach home 20 minutes
1907,spam,SIM card will be blocked within 10 minutes. Update details at http://verify-kyc.in,sim card blocked within 10 minutes update details httpverifykycin
1908,spam,Pre-approved loan of Rs 5000. Apply urgent.,preapproved loan rs 5000 apply urgent
1909,ham,Electricity bill payment of Rs 2500000 received.,electricity bill payment rs 2500000 received
1910,ham,Movie plan at 6 pm?,movie plan 6 pm
1911,spam,Electricity bill pending of Rs 500. Pay within 10 minutes at http://reward-claim.in,electricity bill pending rs 500 pay within 10 minutes httprewardclaimin
1912,spam,SIM card will be blocked within 10 minutes. Update details at http://upi-check.in,sim card blocked within 10 minutes update details httpupicheckin
1913,spam,Income tax refund Rs 1000 approved. Claim within 10 minutes.,income tax refund rs 1000 approved claim within 10 minutes
1914,ham,Electricity bill payment of Rs 500000 received.,electricity bill payment rs 500000 received
1915,spam,RBI alert: Suspicious activity detected. Verify now.,rbi alert suspicious activity detected verify
1916,spam,"Dear customer, your Bank of Baroda account will be blocked within 10 minutes. Update KYC at http://secure-update.in",dear customer bank baroda account blocked within 10 minutes update kyc httpsecureupdatein
1917,spam,SIM card will be blocked within 10 minutes. Update details at http://verify-kyc.in,sim card blocked within 10 minutes update details httpverifykycin
